DIA;TEMP_MAX;TEMP_MIN;TEM_MED;TEMP_MED PTO_ORV;TEMP_MED BUL_MOL;DEG_DAYS_BASE_18,3°_AQC;DEG_DAYS_BASE_18,3°_RES;PRECIP;PRES_MED_EST;PRES_MED_MAR;;;;;;;;
2022-01-25;30,6;23,9;26,1;24;24,5;0;7,726;1,2;1008,4;1010,8;2,4;26;3,2;35,4;112;17,7;90;25
2022-01-26;30,7;23,5;26,4;24;24,5;0;8,047;3;1008,1;1010,5;4;81;4,8;30,6;112;17,7;90;26
2022-01-27;30,1;23,2;25,3;23,6;24;0;7,006;42,6;1008,9;1011,3;0,7;98;3,2;22,5;315;12,9;315;27
2022-01-28;29,3;23,1;24,7;23,2;23,6;0;6,41;25,4;1008,6;1011;2,8;42;4,8;37;22;19,3;22;28
2022-01-29;26,7;22,5;24,4;23,2;23,5;0;6,103;19,6;1008,8;1011,2;2,3;47;3,2;20,9;22;9,7;90;29
2022-01-30;27,8;23,6;25;23,5;23,9;0;6,675;7,2;1009,4;1011,8;3,2;54;3,2;37;112;19,3;112;30
2022-01-31;28,3;23,1;24,9;23,4;23,8;0;6,561;6,8;1009,2;1011,6;4,3;71;3,2;35,4;135;20,9;135;31
2022-02-01;30,4;23,7;26,9;24,4;25;0;8,534;0;1008,9;1011,3;4;54;4,8;29;112;12,9;68;1
2022-02-02;28,9;23,4;26,1;24,3;24,8;0;7,794;9;1009,2;1011,6;5,5;94;6,4;45,1;135;24,1;112;2
2022-02-03;30,3;24,1;26,9;24,6;25,1;0;8,608;0,2;1008,7;1011,1;5,1;50;6,4;35,4;112;19,3;90;3
2022-02-04;28,6;24,3;26,3;24,6;25;0;7,963;9;1009;1011,4;2,8;69;3,2;19,3;68;9,7;90;4
2022-02-05;29,6;24,2;26,3;24,5;25;0;8;32,4;1008,8;1011,2;5,6;47;4,8;38,6;90;19,3;68;5
2022-02-06;28,6;23,8;25,4;23,8;24,2;0;7,051;40,6;1009,5;1011,9;3;30;3,2;22,5;90;11,3;22;6
2022-02-07;29,6;23,2;25,6;24;24,4;0;7,305;3,6;1009,1;1011,5;3,5;34;3,2;19,3;68;9,7;90;7
2022-02-08;30,6;24,3;27,5;25;25,6;0;9,149;0;1008;1010,4;5,3;67;6,4;24,1;112;12,9;90;8
2022-02-09;31,1;24,9;27,7;24,9;25,6;0;9,415;0;1007,6;1010;5,2;59;6,4;25,7;90;14,5;68;9
2022-02-10;31,1;24,3;27,3;24,7;25,3;0;9,002;1,8;1007,7;1010,2;4;59;4,8;24,1;68;14,5;68;10
2022-02-11;30,7;23,9;26,4;24,4;24,9;0;8,067;34,2;1007,7;1010,2;3,8;63;4,8;32,2;90;17,7;90;11
2022-02-12;30,8;24,2;27,6;24,7;25,3;0;9,218;18,8;1007,9;1010,3;7,7;59;6,4;29;45;16,1;68;12
2022-02-13;30,1;24,9;26,9;24,7;25,2;0;8,544;0,6;1007,9;1010,3;4,4;75;4,8;30,6;135;17,7;45;13
2022-02-14;29,4;23,5;26,4;24,1;24,6;0;8,109;15,2;1008,1;1010,5;6,6;85;6,4;40,2;90;17,7;45;14
2022-02-15;29,6;23,4;26,2;23,8;24,3;0;7,885;9,2;1009,4;1011,8;3,9;34;4,8;22,5;68;12,9;68;15
2022-02-16;28,6;22,7;25,5;23,8;24,2;0;7,204;19;1010,9;1013,3;1,6;62;1,6;24,1;112;11,3;112;16
2022-02-17;29,9;24,1;26,9;24,3;24,9;0;8,555;0,2;1008,9;1011,3;5,5;51;4,8;25,7;68;12,9;68;17
2022-02-18;31,2;23,7;27,5;24,3;25;0;9,151;0;1007,4;1009,8;5,1;56;6,4;24,1;45;14,5;68;18
2022-02-19;30,4;24,2;27,2;24,5;25,1;0;8,85;0;1008,2;1010,6;2,6;21;4,8;16,1;292;9,7;112;19
2022-02-20;31,2;25,2;28;24,9;25,6;0;9,7;0;1008,8;1011,2;6,7;64;6,4;29;68;16,1;90;20
2022-02-21;30,3;24,3;27,3;24,7;25,2;0;8,917;4,4;1009,3;1011,7;6,6;88;6,4;38,6;112;20,9;112;21
2022-02-22;29,2;24,2;26,6;23,7;24,4;0;8,296;0,2;1009,3;1011,7;6,5;46;8;38,6;45;20,9;68;22
2022-02-23;31,5;23,5;27,5;24,6;25,3;0;9,181;0,2;1007,4;1009,8;6,9;66;8;33,8;45;19,3;68;23
2022-02-24;31,3;25,9;28,4;25,3;26;0;10,04;0;1008,3;1010,7;9;59;8;35,4;45;16,1;45;24
2022-02-25;31,2;24,4;28;24,9;25,6;0;9,622;0;1009,3;1011,7;7,9;52;9,7;37;68;20,9;68;25
2022-02-26;29,1;25,1;26,6;24,8;25,2;0;8,248;11,8;1009,2;1011,6;4,4;52;4,8;35,4;68;17,7;90;26
2022-02-27;31,1;24,1;27,7;24,8;25,4;0;9,318;0;1008,3;1010,7;6,5;64;6,4;29;90;16,1;90;27
2022-02-28;31,3;24,5;27,1;24,6;25,1;0;8,742;0;1008,4;1010,8;3,2;77;4,8;46,7;135;24,1;135;28
2022-03-01;25,3;21,9;24,3;23,3;23,6;0;6,004;19,6;1009,5;1011,9;0,4;69;1,6;33,8;68;12,9;112;1
2022-03-02;30,1;23,3;26,6;24,2;24,7;0;8,241;1,4;1009,1;1011,6;4,4;68;4,8;35,4;90;19,3;90;2
2022-03-03;31,5;24,3;27,4;24,4;25,1;0;9,02;0;1008,3;1010,7;4,8;28;4,8;30,6;22;17,7;68;3
2022-03-04;30,6;24,2;26,5;24,4;24,9;0;8,216;2,8;1008,1;1010,5;4,6;32;4,8;30,6;68;19,3;68;4
2022-03-05;29,7;23,8;25,9;24,2;24,6;0;7,591;27,8;1007,6;1010;2;66;3,2;25,7;112;14,5;90;5
2022-03-06;27,4;23,5;24,6;23,4;23,7;0;6,235;25;1008,4;1010,9;4,9;42;4,8;30,6;68;17,7;68;6
2022-03-07;30,3;22,9;26;23,8;24,3;0;7,685;0;1007,5;1009,9;2,3;83;3,2;32,2;45;16,1;68;7
2022-03-08;30,4;23,9;26,3;24,3;24,8;0;7,955;1,2;1007,4;1009,8;3,7;48;4,8;29;90;16,1;90;8
2022-03-09;29,6;24,3;26,2;24,3;24,8;0;7,875;12,8;1008,2;1010,6;4,6;45;3,2;30,6;68;17,7;90;9
2022-03-10;29,5;23,8;25,8;24;24,4;0;7,466;12,8;1009,4;1011,8;3,1;342;3,2;25,7;90;12,9;90;10
2022-03-11;30;23,8;26,4;23,9;24,5;0;8,09;0;1009,4;1011,8;2,1;114;3,2;17,7;135;11,3;112;11
2022-03-12;29,2;23,8;26,7;24;24,6;0;8,339;0;1008,6;1011;5,5;58;4,8;24,1;68;14,5;68;12
2022-03-13;29,8;25,1;27,3;24,6;25,2;0;8,588;0;1008,6;1011;8,3;63;8;43,5;90;22,5;68;13
2022-03-14;31,1;23,9;26,4;24,3;24,8;0;8,087;5;1008,1;1010,6;3,8;37;4,8;30,6;68;17,7;22;14
2022-03-15;25,3;23,1;24,2;23,3;23,5;0;5,9;41;1010;1012,4;3;286;3,2;20,9;292;11,3;292;15
2022-03-16;30,4;22,6;26,2;23,6;24,1;0;7,83;0;1009,1;1011,5;5;71;4,8;25,7;90;14,5;45;16
2022-03-17;29,8;23,9;26,8;24,3;24,9;0;8,453;0;1008,9;1011,3;8;57;6,4;27,4;45;16,1;68;17
2022-03-18;26,1;23,1;24,6;23,4;23,7;0;6,252;13,6;1010,1;1012,5;2,5;333;1,6;22,5;45;11,3;68;18
2022-03-19;29,8;23,2;25,9;24;24,4;0;7,573;7,8;1009,6;1012;2,9;27;3,2;25,7;22;12,9;68;19
2022-03-20;30,8;24,3;26,5;24,1;24,7;0;8,145;3,6;1008,4;1010,8;4,5;42;4,8;30,6;45;16,1;45;20
2022-03-21;27;24;25,1;23,9;24,2;0;6,739;31,2;1008,6;1011;3,7;7;3,2;25,7;22;11,3;22;21
2022-03-22;30,9;24,1;26,8;24,3;24,9;0;8,437;0;1008,7;1011,1;3,8;88;3,2;27,4;68;14,5;90;22
2022-03-23;29,3;24,6;26,4;24,3;24,8;0;8,1;8,2;1009;1011,5;5;32;4,8;38,6;360;19,3;45;23
2022-03-24;28,3;23,8;26,1;24,3;24,8;0;7,76;15,8;1008,9;1011,3;6,2;66;4,8;32,2;68;17,7;90;24
2022-03-25;29,6;24,4;26,5;24,6;25;0;8,149;4,2;1008,1;1010,5;5,7;60;4,8;29;45;16,1;45;25
2022-03-26;29,5;24,3;26,3;24,5;24,9;0;7,931;2,4;1007,6;1010,1;6,5;50;6,4;49,9;68;25,7;68;26
2022-03-27;30,1;24,2;25,9;24,3;24,7;0;7,546;14;1008,1;1010,5;3,2;17;3,2;32,2;68;16,1;68;27
2022-03-28;25,1;24,2;24,6;23,8;24;0;6,266;42,4;1009,5;1011,9;3,1;9;1,6;20,9;45;9,7;22;28
2022-03-29;30,1;23,9;25,4;24;24,3;0;7,078;23;1008,9;1011,4;2,3;31;1,6;32,2;22;17,7;22;29
2022-03-30;25,4;23,6;24,2;23,4;23,6;0;5,905;15,8;1008,5;1011;2,6;343;1,6;17,7;292;9,7;315;30
2022-03-31;29,9;23,7;25,5;24,1;24,4;0;7,198;1,4;1009,4;1011,8;0,8;306;1,6;17,7;135;11,3;135;31
2022-04-01;29,9;23,7;26,5;24;24,6;0;8,172;0;1010;1012,4;3,3;69;3,2;20,9;22;9,7;112;1
2022-04-02;30,1;24,8;26,8;24,8;25,2;0;8,498;3,8;1009,3;1011,7;4,7;60;4,8;27,4;45;14,5;90;2
2022-04-03;29,8;24,4;25,7;24,5;24,8;0;7,385;9,4;1009;1011,4;1,6;53;1,6;25,7;90;12,9;112;3
2022-04-04;28,6;22,6;25,7;24;24,4;0;7,373;41;1009,4;1011,9;3,4;76;3,2;27,4;112;14,5;112;4
2022-04-05;29,4;23,8;25,9;24;24,4;0;7,57;0,2;1009,5;1011,9;4,5;55;3,2;27,4;45;12,9;90;5
2022-04-06;31,2;23,5;26,3;24,2;24,7;0;7,95;0,2;1008,9;1011,3;1,3;349;3,2;24,1;135;16,1;135;6
2022-04-07;29,7;24,2;26,5;24,5;24,9;0;8,167;0,6;1009;1011,4;5,5;51;4,8;24,1;68;14,5;68;7
2022-04-08;28,4;23,9;25,8;24,4;24,7;0;7,466;54,4;1009,7;1012,1;4,7;60;4,8;30,6;45;14,5;45;8
2022-04-09;31,2;24;26,1;24,4;24,8;0;7,489;24;1009,6;1012;3,6;59;3,2;25,7;45;14,5;68;9
2022-04-10;27,7;24;25,7;24,2;24,5;0;7,332;29,4;1008,9;1011,3;4,9;44;3,2;29;68;14,5;68;10
2022-04-11;30,3;24,4;27,1;24,9;25,4;0;8,762;11,2;1008;1010,4;5,3;73;4,8;30,6;45;16,1;68;11
2022-04-12;28,9;24,3;26,3;24,1;24,6;0;7,965;24;1008,9;1011,3;4,5;42;4,8;22,5;45;12,9;68;12
2022-04-13;27,4;24,3;25,5;24;24,4;0;7,206;3,2;1008,7;1011,1;6,5;44;4,8;32,2;68;14,5;45;13
2022-04-14;30,7;24,2;26,9;24,6;25,1;0;8,521;1,4;1007,9;1010,3;5,9;67;4,8;32,2;112;17,7;135;14
2022-04-15;30,3;24,4;27,1;24,6;25,2;0;8,748;7,6;1008,6;1011;6,3;55;6,4;27,4;68;17,7;90;15
2022-04-16;31,1;24,6;27,5;24,7;25,4;0;9,187;0;1008,8;1011,2;4,4;65;4,8;29;68;17,7;90;16
2022-04-17;28,7;23,8;26;24,4;24,8;0;7,698;19,4;1009,1;1011,6;3,3;29;3,2;27,4;45;11,3;45;17
2022-04-18;30,1;24,5;26,1;24,4;24,8;0;7,807;2,8;1009,1;1011,5;2,9;355;3,2;17,7;68;9,7;90;18
2022-04-19;31,1;24,1;27,4;24,8;25,4;0;9,034;0;1008,7;1011,1;5;70;4,8;30,6;90;17,7;90;19
2022-04-20;27,7;24,5;25,8;24,4;24,8;0;7,477;4,6;1008,7;1011,2;3;38;3,2;25,7;45;14,5;45;20
2022-04-21;30,8;23,8;26,1;24,5;24,9;0;7,804;108,2;1008,7;1011,1;1,5;268;3,2;30,6;292;19,3;315;21
2022-04-22;30,5;23,6;25,9;24,1;24,5;0;7,556;19;1008,9;1011,3;3,8;292;3,2;20,9;292;11,3;292;22
2022-04-23;29,6;24;26,1;24,1;24,6;0;7,786;1,6;1009;1011,4;4,3;78;3,2;35,4;135;19,3;158;23
2022-04-24;31,4;24,4;27,8;24,6;25,3;0;9,461;0,2;1009,3;1011,7;4,5;97;3,2;24,1;90;14,5;90;24
2022-04-25;31,4;25,1;28;25;25,6;0;9,677;0;1008,2;1010,6;6,4;75;6,4;30,6;158;16,1;112;25
2022-04-26;31,3;24,2;27,5;24,9;25,5;0;9,152;6,4;1007,9;1010,3;5,3;75;6,4;35,4;112;19,3;135;26
2022-04-27;30,2;24;26,5;24,6;25;0;8,187;15;1008,6;1011;5;78;4,8;32,2;90;16,1;68;27
2022-04-28;30,2;24,2;26,5;24,5;25;0;8,164;7,2;1009,2;1011,6;3;80;1,6;22,5;45;11,3;68;28
2022-04-29;27,3;24,4;25,7;24,3;24,6;0;7,38;5,8;1009,6;1012;3,7;25;3,2;24,1;68;12,9;22;29
2022-04-30;30,3;24,5;26,7;24,6;25,1;0;8,4;0,4;1009,5;1011,9;3,7;96;3,2;25,7;68;14,5;68;30
2022-05-01;28,8;24,5;26,5;24,3;24,8;0;8,132;2;1009,5;1011,9;4,6;8;3,2;24,1;90;12,9;90;1
2022-05-02;30,1;24;26,3;24;24,6;0;7,992;6,6;1010,3;1012,7;1;104;1,6;14,5;315;9,7;135;2
2022-05-03;29,4;24,5;26,3;24,6;25;0;7,939;4;1010,2;1012,6;3;57;3,2;22,5;22;11,3;135;3
2022-05-04;28,1;24,4;26,2;24,6;25;0;7,857;2,8;1010,4;1012,8;2,2;80;1,6;16,1;68;8;90;4
2022-05-05;31,8;24,5;28;25,1;25,7;0;9,664;0;1010;1012,4;6,3;68;3,2;24,1;45;14,5;45;5
2022-05-06;30,4;24,8;27,4;25;25,5;0;9,028;3,6;1010,6;1013;5,9;69;6,4;29;112;16,1;90;6
2022-05-07;30,2;24,1;26,7;24,6;25;0;8,358;0,8;1010,8;1013,2;5,4;57;4,8;27,4;112;14,5;90;7
2022-05-08;29,9;24,1;26,7;24,6;25,1;0;8,341;18,6;1010,8;1013,2;4;45;3,2;24,1;68;12,9;68;8
2022-05-09;29;24,3;25,8;24,4;24,7;0;7,461;5,4;1010,8;1013,2;0,1;77;0;19,3;45;9,7;135;9
2022-05-10;26,4;23,6;24,7;23,7;23,9;0;6,335;10,8;1011,2;1013,6;4,6;19;1,6;22,5;22;11,3;22;10
2022-05-11;30,8;23,1;26,4;24;24,5;0;8,089;0,6;1009,7;1012,1;4;95;3,2;27,4;68;16,1;68;11
2022-05-12;28,1;23,9;25,8;24,2;24,6;0;7,47;13,4;1009,7;1012,1;5,3;72;4,8;27,4;90;16,1;68;12
2022-05-13;30,8;24,4;27,2;24,7;25,3;0;8,913;0,2;1009,5;1011,9;6,4;60;4,8;22,5;45;12,9;68;13
2022-05-14;29,4;24,9;27;25,3;25,7;0;8,686;9,8;1008,7;1011,1;3,7;78;3,2;29;112;12,9;90;14
2022-05-15;27,8;24,4;26,1;24,6;25;0;7,804;24,4;1009,6;1012;4,1;53;3,2;27,4;68;16,1;68;15
2022-05-16;30,8;24,4;27,6;25,4;25,9;0;9,292;0,2;1009,4;1011,8;8,6;60;4,8;35,4;68;14,5;45;16
2022-05-17;31,2;24,8;27,8;25,4;25,9;0;9,46;7,4;1010;1012,4;5,1;78;4,8;27,4;112;11,3;90;17
2022-05-18;28,1;24,8;26,1;24,3;24,7;0;7,734;4;1010,9;1013,3;3,6;45;3,2;20,9;22;11,3;22;18
2022-05-19;29,8;23,6;26,1;24,1;24,6;0;7,726;0,2;1010,8;1013,2;1,2;327;1,6;17,7;180;11,3;158;19
2022-05-20;28,8;23,8;25,8;24;24,5;0;7,501;21,8;1012,9;1015,3;1,7;158;3,2;20,9;68;11,3;90;20
2022-05-21;29;23,6;25,7;23,9;24,3;0;7,329;10,8;1013,5;1015,9;3;118;1,6;32,2;112;14,5;135;21
2022-05-22;31,2;23,3;25,7;24;24,4;0;7,405;9;1013,3;1015,7;0,5;128;0;25,7;112;16,1;112;22
2022-05-23;29,5;23,9;26,6;24,2;24,7;0;8,22;0;1012,5;1014,9;5,4;71;4,8;25,7;45;14,5;90;23
2022-05-24;30,7;23,7;27,2;24;24,7;0;8,914;0;1011,2;1013,6;8,8;78;8;30,6;68;16,1;90;24
2022-05-25;31,1;24,7;27,3;24,9;25,4;0;8,941;4,8;1011,3;1013,7;5,7;84;4,8;38,6;112;17,7;112;25
2022-05-26;29,2;23,4;25,5;24,2;24,6;0;7,186;24;1011,5;1013,9;2,6;53;3,2;32,2;135;19,3;135;26
2022-05-27;30,2;23,7;26,2;24,1;24,6;0;7,912;4;1011,1;1013,6;2,9;70;3,2;33,8;112;14,5;135;27
2022-05-28;30;24,3;26,6;24,4;24,9;0;8,275;1,6;1010,1;1012,5;5,1;54;4,8;29;68;17,7;90;28
2022-05-29;27,9;24,2;25,7;24,1;24,5;0;7,397;5,4;1009,3;1011,7;2,5;62;1,6;17,7;68;9,7;135;29
2022-05-30;30,4;24,1;26,4;24,5;24,9;0;8,089;8,8;1008,2;1010,6;1,6;117;3,2;22,5;112;11,3;68;30
2022-05-31;30,7;23,8;26,4;24,4;24,9;0;8,104;27,2;1008;1010,4;3,5;89;3,2;45,1;45;14,5;22;31
2022-06-01;30,7;24,4;27,1;24,7;25,3;0;8,801;9,8;1008,5;1010,9;5,6;77;3,2;27,4;68;17,7;68;1
2022-06-02;31,4;24,6;27,9;24,6;25,3;0;9,612;0;1009,3;1011,7;2,6;107;3,2;29;112;16,1;135;2
2022-06-03;31,3;24;27,6;24,7;25,4;0;9,252;0;1009,9;1012,3;5,6;63;4,8;24,1;45;11,3;68;3
2022-06-04;31,8;24,4;28,1;24,6;25,3;0;9,805;0;1009,4;1011,8;6,3;54;4,8;22,5;112;12,9;68;4
2022-06-05;30,7;23,5;26,9;24,3;24,9;0;8,54;65,6;1009,6;1012,1;3,6;85;3,2;33,8;135;16,1;135;5
2022-06-06;30,3;23,9;26,6;24,4;24,9;0;8,271;1,8;1010;1012,4;2;234;3,2;27,4;135;11,3;158;6
2022-06-07;30,3;23,2;26,6;24;24,6;0;8,238;4;1009,8;1012,2;4,1;86;4,8;27,4;68;14,5;68;7
2022-06-08;30,8;24,1;27,3;24,4;25;0;8,997;0,8;1009,2;1011,6;5,4;108;3,2;22,5;112;12,9;135;8
2022-06-09;29,9;24,5;26,5;24,4;24,9;0;8,179;2,4;1009,6;1012,1;5,3;75;3,2;32,2;135;22,5;135;9
2022-06-10;29,1;24;25,7;23,9;24,3;0;7,343;14;1010,3;1012,8;3,3;43;3,2;29;90;12,9;45;10
2022-06-11;30,8;23,6;27;24,2;24,8;0;8,671;5;1010,1;1012,5;5,8;69;4,8;25,7;45;12,9;45;11
2022-06-12;30,2;23,6;27;24,7;25,2;0;8,619;8,4;1010,9;1013,3;3,1;84;1,6;33,8;135;12,9;112;12
2022-06-13;31,2;23,7;27,5;24,4;25;0;9,132;0,2;1011,4;1013,9;5,1;73;3,2;20,9;112;11,3;68;13
2022-06-14;30,9;24,1;27,8;24,5;25,2;0;9,469;0;1010,8;1013,2;7,5;66;6,4;29;68;17,7;90;14
2022-06-15;31,5;24,3;27,7;24,1;24,9;0;9,399;0;1010,7;1013,1;5,4;87;4,8;24,1;135;12,9;112;15
2022-06-16;30,7;23,3;26,2;23,7;24,3;0;7,87;4,8;1010,7;1013,1;1,2;97;1,6;24,1;68;11,3;90;16
2022-06-17;31,7;23,3;27;24;24,7;0;8,68;0;1009,6;1012;2,9;68;3,2;20,9;68;9,7;135;17
2022-06-18;29,8;23,9;26,4;24,2;24,7;0;8,088;10,6;1010,6;1013;3;104;3,2;24,1;112;12,9;112;18
2022-06-19;30,7;22,3;25,6;23,8;24,2;0;7,296;11,4;1010,4;1012,8;2,2;75;1,6;51,5;112;27,4;135;19
2022-06-20;30,8;23,1;26,1;23,9;24,4;0;7,747;5,6;1010,5;1013;4,3;86;3,2;41,8;158;22,5;135;20
2022-06-21;30,1;23,3;26,1;23,8;24,3;0;7,734;9,6;1010,1;1012,5;2,8;92;1,6;32,2;112;19,3;112;21
2022-06-22;30,2;22,7;26,5;24,1;24,7;0;8,12;5;1009,8;1012,2;3,1;93;1,6;33,8;112;16,1;135;22
2022-06-23;29,9;23,7;26,4;24,2;24,7;0;8,1;0;1010,1;1012,5;1,2;60;1,6;29;22;12,9;22;23
2022-06-24;31,1;22,9;26,7;24,1;24,6;0;8,372;0;1009,9;1012,3;3,5;64;3,2;20,9;68;11,3;90;24
2022-06-25;31,8;24,1;27,4;24,7;25,3;0;9,116;6;1009,9;1012,3;4,4;67;3,2;27,4;45;14,5;68;25
2022-06-26;29,5;22,3;26,1;24,1;24,5;0;7,762;57,6;1010;1012,4;2,3;105;3,2;25,7;135;14,5;135;26
2022-06-27;31,1;23,5;26,9;24,1;24,7;0;8,429;0;1009,4;1011,8;2;183;3,2;17,7;292;9,7;135;27
2022-06-28;29,4;23,6;26,2;24,3;24,8;0;7,855;53;1010,8;1013,2;1,4;196;1,6;29;158;14,5;135;28
2022-06-29;30,7;24,1;26,1;24;24,5;0;7,763;6,6;1012;1014,4;1,5;359;1,6;24,1;45;11,3;22;29
2022-06-30;30,2;22,7;26,2;23,6;24,1;0;7,817;20,8;1011;1013,5;3,2;75;3,2;19,3;45;8;90;30
2022-07-01;31,1;23,9;27,6;24,6;25,3;0;9,277;0,4;1010,5;1012,9;6,6;61;4,8;24,1;68;14,5;68;1
2022-07-02;31,7;24,3;27,8;24,9;25,5;0;9,443;2,4;1010,8;1013,2;5,1;59;4,8;41,8;90;20,9;135;2
2022-07-03;28,7;23,6;26,2;24,4;24,8;0;7,88;17;1011,8;1014,2;7,6;77;6,4;45,1;135;20,9;135;3
2022-07-04;30,2;24,4;27;24,4;25;0;8,675;5,4;1011,6;1014;4,9;119;4,8;29;112;12,9;135;4
2022-07-05;31,1;24;27,2;24,4;25;0;8,789;0,4;1010,6;1013;3,5;101;1,6;33,8;112;17,7;90;5
2022-07-06;29,6;23,6;26,6;24,2;24,7;0;8,253;1,4;1010,5;1012,9;3,1;62;3,2;25,7;158;12,9;135;6
2022-07-07;30,3;24,4;26,7;24,4;24,9;0;8,392;6;1010,9;1013,4;4,6;63;4,8;35,4;22;17,7;45;7
2022-07-08;29,2;24,7;26,3;24,5;25;0;8,004;6,4;1012,3;1014,7;6,1;107;4,8;38,6;112;19,3;135;8
2022-07-09;31,4;23,4;27,4;24,4;25,1;0;9,096;0;1011,5;1013,9;3;90;3,2;20,9;135;11,3;112;9
2022-07-10;30,8;23,9;27,3;24,8;25,3;0;8,984;6,4;1010;1012,5;2,5;98;3,2;41,8;158;22,5;135;10
2022-07-11;30,8;25;27,6;24,6;25,3;0;9,282;0,2;1009,5;1011,9;4;81;3,2;22,5;45;11,3;68;11
2022-07-12;30,6;22,9;26,2;24,2;24,6;0;7,895;76,2;1010,5;1012,9;4,3;96;3,2;30,6;112;16,1;112;12
2022-07-13;30,3;23,7;26,5;24,2;24,7;0;8,188;0,2;1010,5;1012,9;3,1;96;3,2;22,5;90;12,9;112;13
2022-07-14;30,2;24,7;26,7;24,5;25;0;8,321;9,4;1010,3;1012,8;2,4;91;3,2;19,3;45;11,3;68;14
2022-07-15;30,8;24,3;27,6;24,8;25,4;0;9,245;0;1009,9;1012,4;7,4;76;4,8;24,1;68;14,5;68;15
2022-07-16;31,2;23,1;27,2;24,3;24,9;0;8,861;26,6;1010,1;1012,5;4,7;74;4,8;37;135;24,1;135;16
2022-07-17;30,6;23,5;27;24,6;25,1;0;8,66;0,2;1010,8;1013,2;4,9;60;3,2;20,9;45;11,3;90;17
2022-07-18;30,1;22,2;25,7;23,7;24,2;0;7,378;12,2;1011,5;1013,9;2;48;1,6;46,7;135;20,9;135;18
2022-07-19;30,6;24,1;26,3;24,3;24,8;0;7,925;2,6;1011,4;1013,8;6,6;81;3,2;46,7;112;22,5;112;19
2022-07-20;31,3;24,3;27,2;24,6;25,2;0;8,889;0;1009,9;1012,4;4;44;3,2;24,1;68;14,5;45;20
2022-07-21;29,2;22,5;26,1;24;24,5;0;7,729;7,6;1009,8;1012,2;0,5;337;3,2;37;158;22,5;135;21
2022-07-22;31,4;23,8;27,8;24,9;25,5;0;9,439;0;1009,1;1011,5;4,9;81;3,2;19,3;45;11,3;90;22
2022-07-23;32,1;25;28,6;25,2;25,9;0;10,256;0;1008,9;1011,3;4,7;74;3,2;19,3;68;11,3;45;23
2022-07-24;32,2;25,1;28,3;25,1;25,7;0;9,937;1,4;1009,2;1011,6;5,7;71;3,2;27,4;68;12,9;90;24
2022-07-25;30,2;21,9;26,8;24,5;25;0;8,443;38,4;1010,1;1012,5;2,1;41;3,2;33,8;158;19,3;135;25
2022-07-26;30,2;22,8;26,3;24;24,5;0;7,97;0,6;1010,6;1013;3,6;68;3,2;20,9;68;11,3;68;26
2022-07-27;30,9;24,2;27;24,4;25;0;8,68;2,4;1010,4;1012,8;3,6;79;3,2;32,2;112;19,3;112;27
2022-07-28;30,2;23,9;26,7;24,1;24,7;0;8,326;0,8;1010;1012,4;2,7;90;1,6;24,1;135;16,1;112;28
2022-07-29;31,3;22,9;27,1;24,5;25;0;8,75;8;1010,6;1013;3,1;98;3,2;24,1;112;14,5;135;29
2022-07-30;30,6;23,9;26,4;24,1;24,6;0;8,105;0;1011,3;1013,7;2;55;3,2;35,4;68;20,9;68;30
2022-07-31;31,1;24,1;27,1;24,3;25;0;8,792;1,2;1011,2;1013,6;5,8;91;4,8;29;68;17,7;90;31
2022-08-01;30,4;23,9;27,3;24,5;25,1;0;8,944;16;1010,3;1012,7;4,4;92;3,2;29;112;16,1;135;1
2022-08-02;31,4;24,6;27;24,7;25,2;0;8,678;6,2;1009,2;1011,7;4,6;84;3,2;43,5;90;17,7;90;2
2022-08-03;31,3;24,7;28;25,1;25,7;0;9,641;1,4;1009,1;1011,5;7,2;62;8;30,6;45;16,1;45;3
2022-08-04;31,2;24,2;27,4;24,6;25,2;0;9,095;0;1009,5;1011,9;6,6;73;6,4;30,6;135;17,7;112;4
2022-08-05;31,1;24,9;28,1;25;25,7;0;9,734;0;1009;1011,4;7;56;6,4;27,4;45;16,1;68;5
2022-08-06;31,6;24,7;28,3;24,5;25,3;0;9,92;0;1009;1011,5;7,4;52;8;29;68;16,1;68;6
2022-08-07;32,1;23,7;27,3;23,6;24,4;0;8,986;0;1009,7;1012,1;4,8;65;6,4;27,4;68;16,1;68;7
2022-08-08;32,2;23,8;28;24,4;25,2;0;9,678;8;1009,6;1012;5,6;73;4,8;30,6;45;17,7;68;8
2022-08-09;31,9;24,8;28,5;25,1;25,8;0;10,17;0;1010,7;1013,1;6,4;55;6,4;25,7;90;12,9;90;9
2022-08-10;31,8;24,3;27,6;24,6;25,2;0;9,254;6;1011,6;1014,1;4,5;64;4,8;46,7;112;25,7;112;10
2022-08-11;31,7;23,7;27,8;24,5;25,2;0;9,455;0;1010,9;1013,3;5,6;76;4,8;22,5;68;14,5;90;11
2022-08-12;31,8;24,4;27,9;24,7;25,4;0;9,556;1,8;1011,6;1014;5,5;74;4,8;32,2;45;16,1;112;12
2022-08-13;31,7;25,4;28,9;24,6;25,5;0;10,584;0;1012;1014,4;10,8;68;11,3;29;90;17,7;45;13
2022-08-14;31,9;23,3;28,3;24,3;25,1;0;9,966;24,2;1011,7;1014,1;9,3;80;8;35,4;112;20,9;112;14
